source_row,text_sha256,label,split,near_duplicate_group
707,acd9ebca49051061b39d21ea849045e9bcd0048f387479b8fbae7ba1173f183c,LEGITIMATE,validation,686
708,7733a7c462c2059f1f7658e081ccdd79f7a0d229e46ac03696e962a7d64948fe,LEGITIMATE,train,687
709,32fe4a67c69e7cc7d186d0863363c864f7e4d9202c57f67f256782ac5c07139b,LEGITIMATE,train,688
710,eb0f20d9870ba0d4e794d2bd50a06ec26b90069a6ad5f76df8f1ed7eb7497f59,LEGITIMATE,validation,689
711,a3ccf5de11cf7daac31e9d0c3d416b3a17b119317a3bb4750d533744d27839d5,LEGITIMATE,validation,690
712,7c4c6f2bd6983cd700431cca5d1dd38e0b470d31fab65e0d0310f3c99c8c56ff,SCAM,train,204
713,8034eafe6c0af5e4effd9a7f448e2d80812a5abd935c1de1cf13f68234f37eb9,LEGITIMATE,validation,691
714,4c0f762eb5a70f8b4ad3d44c9c3da04113defc95c2a7ab334b18991cb2cc9db5,LEGITIMATE,train,692
715,d65ad46eb641a0b70a330253b4cfc2d7a7feeacf798f106189fed06cd8bcb48b,LEGITIMATE,train,693
716,b19f23b8880c00a73bb977065a1b8c6a4cd493f179161e268ac91ff67e86cf02,LEGITIMATE,test,694
717,265a75ae83dc9d8191444d81b326bb35778c27b42945931f24dcabb724386c82,LEGITIMATE,train,695
718,f9ea1f5097177ad02b8560d31abfcfc0e49698986b77c52a56d45dc1aff14a36,SCAM,validation,696
719,d2a7efef87ddc1b60795a269df8886d598d1e81d104d8bb54c65a1f409647696,SCAM,train,697
720,341adbabd00e4a5bcda760347c5c9cd1dfc018a2ca0f49f53877fc70f085658f,LEGITIMATE,train,698
721,22a13eec35572bfb9de95df8cf39ace0b3d3b59f7040caccfc4799f27c4e1ec8,LEGITIMATE,test,699
722,2591c9ca0dfe3580692aa20dd9d2f4646c11371837d653d470ef64197702b4ab,LEGITIMATE,train,700
723,a38f9155a41147527261d0e82099875fc89b5f816da70b93f528ae06220cbc24,LEGITIMATE,validation,701
724,573de30cee8f5c2449370e784fb898587f1ae6660c0cfa0e3d8faab8215db80e,LEGITIMATE,train,702
725,98e2f2eefe335a27ffa2c868a31a9cdbdd5a125edde5f15095041419b669a7be,LEGITIMATE,validation,703
726,19ef86714409f37e6c5368d3e64ab03164fbb025a9e9bd3eb7ccee9602e11411,LEGITIMATE,test,704
727,e76a497cba9425681ccdc12d8d6bb0090f4b923a8a60ea03968888b52b9cecec,LEGITIMATE,train,705
728,19935109f938d6942038204043ddfa696bb38806e42a47619ffebc2b775a2ed4,LEGITIMATE,train,706
729,d8e56b365cc25d2caddb97305ceeb49abe027183f3a88b52f393eb872482ce1e,LEGITIMATE,train,707
730,7e7a8bde1c7fff754abdf8e136c370a741a832a82cb3c3f6b36d1911a114d954,LEGITIMATE,train,708
731,c22291180dc38831a37db52f89ee84bde1f6e89a503ebf39676a58f5f7f396b5,LEGITIMATE,train,709
732,ca3894bd6a3b3894077a5dbca445dfeac78e3b1e28d22ceae5e1bc82941dcc8e,LEGITIMATE,train,710
733,ecf222ec09958c9ee0fe1ec4736df3d52648911ee6a81c2e3cfc3b656b096ab7,LEGITIMATE,train,711
734,af60b8727e39717c8c61ed38523c57c3da3f4284bd4c83bf9accba447524177c,LEGITIMATE,train,712
735,25107ef9adc8ea6d1397645172e99fa97d649200bc3a797d40ac51f35db83b0f,SPAM,train,713
736,dc9ed18d841ae0e41a8c9c9bcf5e478b791b3aa43829303e1d87768a9bff8755,LEGITIMATE,train,714
737,3985a2409173ba5e9073e23ffc8b6d824436de0b941c9f28fe225bb719798641,LEGITIMATE,train,715
738,6430d4b9b8eb35ef3815f4bbb122723ea925d9e38fd729c7780833c352f584fe,SCAM,test,716
739,4140528f6ce2c1f1e9f0a42b45342fc7d4ac892216ba2c44b784313a5bb8db4d,LEGITIMATE,train,717
740,8727a8bc1818ba123b94805a95543be40a4979226b9dd7d48f71ec7360e64f15,LEGITIMATE,train,718
741,c0e1b37ad9eea5d89665439cd658d08d40df9a1a3f6defe1b948e46bb98f26f3,LEGITIMATE,train,719
742,36a737ab354e631927bff5e1164f127160be302d29c665145647d8299490363c,LEGITIMATE,train,720
743,52374352e34592d1524233d328747b92ac350d5ce6de386866918ff73bd1a6db,LEGITIMATE,test,721
744,ad3adaa0c865391c17efaa1d02f6103ccab4ac103c8859853f57947f0918a952,LEGITIMATE,train,722
745,e9d4348dba540ac36ff344c049e177b780e972d65331ea98df375ad4fb50e52d,SCAM,train,723
746,9a16cb5c8b5c003f0effc32fb9c7f814f6904e0c859488d2a3a803254d6c157f,LEGITIMATE,test,724
747,a6c0e17cab528e52f8933fade7b35eefc150f9bb973a932548d8ef045a339b5c,LEGITIMATE,train,725
748,0d79494545b36cc984d89cb811bf1c281c74e9a2462046accecb25332b3321a2,LEGITIMATE,train,726
749,c14a0df880e9aa439ebc0d63b255ac35d2eb4cc35b545b48ac740849ccdcb770,LEGITIMATE,train,727
750,e345c3c11af4b5ff3644d2fb3dbd11d02494bef788b086ce7cc99deb3a7cb664,LEGITIMATE,train,728
751,e4a7581222f1b75afa9d0bebdbd0717ee4968c485bb89adf6560ae42ec1202f1,LEGITIMATE,test,729
752,cd320b873a25c897456709a3728f36c2f7269e219ed69313fc3aa72f552bc906,LEGITIMATE,validation,730
754,6812909f2cf4089d8fdf5c46e6959cbe24496c15cb2bbb92b44bea9b7006b04c,LEGITIMATE,train,731
755,5d25f822968d616a93d7b201631b201b8e0c83b6e257d002510e71ae0b0114d8,SCAM,train,732
756,8e5d4ea008f27b284f71c6187f00de032031321f310960711fee8de392c91fe8,LEGITIMATE,validation,733
757,1797338e1a62ea2fc5995be67983d37b6ca726de85df1b4c2f12bbac84faf0ab,LEGITIMATE,validation,734
758,bc4650a6e8422c3c3ee1654fe000fed95f08007274215d7c95a00c213efc86b8,LEGITIMATE,validation,735
759,47c71810d0e7331c9f25d8f1b3ee03d4f14d7a56dd80162490e2464d99af2b8d,LEGITIMATE,train,736
760,4ea62cda2a54c239a1a561127fbe284f9c4bbd6900f4ee13d42fa7351e0552b7,LEGITIMATE,train,737
761,5a4297f42edcec38680ae60ff26d86157b0bb50f21a7424bc44c8f131e9bb264,LEGITIMATE,train,738
762,fb9bfabafaa5fee84409763830985baf3ba25423254d35a1285d250d156b4918,LEGITIMATE,test,739
763,f385e5d6383c1d66c8bb4d35a8609f74f70c27d65d29784ffc65eef74c713aeb,LEGITIMATE,train,740
764,e7fb89ee3f8505615540bd66ac4ab7bdc41e7f289bd428729a973a1df91d2c8d,LEGITIMATE,train,741
765,cb7027362e6c2c38c7aa16239a2d2fff68ded869e8b7a453d3c690792e799e87,LEGITIMATE,train,742
766,1b3bf7f52402aa00f9a5994e42d05767f57547dda5406089c470af33e750aa97,LEGITIMATE,validation,743
767,7624cb5800b38af6934142585696e994a53ead6de37b5ea0cb52aba1bdeba529,LEGITIMATE,test,744
768,79686703b54243a429712e70ee60d8db4a198508a649f36b4d8610e861414500,LEGITIMATE,test,745
769,afeb8b381e7a109bfabf5d34d469968676034387bde0cd02d7525e46470f9d2e,LEGITIMATE,test,746
770,8acfc731a7e417b292d9e9dabe1bb36b432f5daebd87b96d4405a7288b55ca79,SPAM,train,747
771,06ffe96091f74ca174b93c2655a0775d114e07bebc9f56580edb14a0dfd50966,LEGITIMATE,train,748
772,639fa4f5e3ce6a6239d49dfd4f790eb8fcbe31bf0fe24222da426007a7c10f63,LEGITIMATE,train,749
773,df5ea34f28b4dfcd869bddd09fd188840b2636fe5ccaa6209c51574b3cc355bd,LEGITIMATE,test,750
775,9f93c4713efb517e3791b6c59f362c1b212685794dbcf2e4a02c94305a5149ed,LEGITIMATE,train,751
776,7ac08d391796522e60bf7649117adee8a67f37596217474ba9fd0c9e9ccb4623,LEGITIMATE,train,752
777,28652eeaf551a1634718490775986b695a81777016348f1f3b14058b3e1117c9,LEGITIMATE,test,753
778,93d155ee148a5bd345942a8f09c4adf4aea7240c8784f51f12766f3ab63742ed,LEGITIMATE,train,754
779,6e78869939f58536ddd8797dd2f6cc9ddbf632e0fe777474b296aa2503dda8ca,SPAM,test,755
780,1e2fde97a66cb0a66d938dd93cd37764c9c019127ebadd960681e407cb2bfff5,LEGITIMATE,train,756
781,2228fa5eb3532a2034483dc2d319f7814be973d8ff54f4e8c2acecaef005e0b4,LEGITIMATE,test,757
782,ecf020734380c722f16b6811f7ca88d9983f93a10b16cf1d9a9b61205c2d2d4b,LEGITIMATE,validation,758
783,afb8d7e7d5e614d4dd3be4bf5d088754dada980e061294193fd88a7dc83ea97c,LEGITIMATE,train,759
784,fba682b767ca7bb97a7e8ae24ad804f1bba168f013c41bbd00ae514547c3c92c,LEGITIMATE,train,760
785,f47b2cf635f2bf49b360c91ffd0d2d74ce9f33a3e6b559bb45d20c4a10b8e83a,SPAM,validation,761
786,7319b49e0442e45ec1914025d18b1ee638b609caa709465ffacba2be7271e6cd,LEGITIMATE,test,762
787,48ee88ff061091d70117b175f0482146c6cd79fc56a3ca95030b51531f23f849,LEGITIMATE,train,763
788,b8c305a1f8619b1aa9bf74c2eba3015a0dec9de4f88f55894ed4ad268ed1bbce,LEGITIMATE,train,764
789,c6d3cc6495f4f0b06250d17d20bac284b4ac558fcd4081eb4b8dd6a13939f703,LEGITIMATE,train,765
790,3814bb6d02c523fe96acd0489c4e3e8ffa6740f34ad978082000de940773ffa3,SCAM,train,766
791,71d984fec391b7aa41eb23caba3315c03c39c908266dcd77788752c5fc9e2bdc,SPAM,train,767
792,264f7ee433088ff06aa291435e2d73b784a554e433d9d885b1b186de2f5056e1,LEGITIMATE,train,768
793,410e793399404f81f3083a97026409897b76c362550786b0d3c17364737f41c7,SPAM,validation,769
794,59e112c7acba9218de2e9df7a50c52ca46a4a067565bcccbb485197c5cac0701,LEGITIMATE,test,770
795,f02795913c027374ae0eec091ec301c34912ef539ae777d05adf400498cdd5c1,LEGITIMATE,train,421
796,6a733618fd668b6ba7340262a99b938b73ecc450b5fcff5c35e95b5541f61fed,LEGITIMATE,test,771
797,8485628c9e89cf8a25e474a4ccafb77eb054cc4b7b715f1ca77903ac2cdee5b6,LEGITIMATE,test,772
798,565286cb30f5a590ed0d493589fa4a1f300cd446d141f2565a13d44081c919d3,SCAM,test,773
799,9e19cb4aa65ca101fb02a6364a1311002c543e05026f4bb40419c31d06d68b66,LEGITIMATE,test,774
800,782456323a14d6e6b5056b87bb803fc5a4e38e8693dfa1383fd632a7e030a027,SCAM,train,775
801,b6874c3b2629216abe5fe0dd3ae40882a2918584d254b045518b18ccc5fc8a9f,LEGITIMATE,validation,776
802,040c2f081fc981f16cf21a5100880a947b0a27c8cfbf6b819b303d26976f1f97,LEGITIMATE,train,777
803,fea2da01da1a071910261f1348e706d5343fa863de030c5420c61a80bdcecdc4,LEGITIMATE,train,778
804,f117518aea83b3323b92579863e1baa9e26e5d7e0e0abef809e71d9579f3691e,LEGITIMATE,train,779
805,932fcc27e862d729ad5f12c559ad9b35a49a95c9d398dee775f57191bf4bc451,LEGITIMATE,train,780
806,03a5ad078c9048254c50119b0e41de1808df80f35c2409007c28a44ac61d96ee,SCAM,train,781
807,549a7ce63cc2d2a53350645dabcfa70038c868dbefb04a95197eaea7ae738d12,LEGITIMATE,validation,782
808,cfb03513bbfc0d533f7755cab2a1a107c9e95d44c4c1afbabafb94648c23ae61,SPAM,validation,783
809,f3d219eef58d8cbb80de2eb6798c9326118ff3698bbf036e112dc54d9f517e89,LEGITIMATE,train,784
810,dd8f6532fe12a2a4f3eed56a0f60ea455bc69d489344ece8bd68be622a198b89,LEGITIMATE,test,785
811,15c038712404b1c891254d1665dcedd3253041fdede07bd3e9a90e9bdb92bf46,SCAM,test,786
812,a5508922b651469ed496e6ede37629d84f9f60837382cff38e6eb97f3b607b3c,LEGITIMATE,test,787
813,fb1b2c849f35b49cb18865df8a718a0cb07e835d3d3321238c72480b2b79084d,LEGITIMATE,test,788
814,f5fb04a3efd3eec9cf8b3ec27738c0410928890f9c6deef2c35656ba8b5feeb2,LEGITIMATE,train,789
815,88d5d1df387069552125df9c77cea5b2ae6b799f260454ecd6c1692c4747ae57,LEGITIMATE,train,790
816,e25c90ee14a4ab4291e36d9e2d298954d048235c0aabd6dbc83d0e7a82a708b8,LEGITIMATE,train,791
817,868af70ec10bab9202755a35220f85a97975be33dedddccc05276cd88aaade76,LEGITIMATE,train,792
818,6859a39d0cfdd0745d6754f6c040de073af407dea61ffdde9219f364a18ee42d,LEGITIMATE,train,793
819,bf4a4ca434634d16db244ce35bf5451ac77ae87d84cba25e9659df53875438a1,LEGITIMATE,train,794
820,1c09de2a0d9ff51a7fcad7d186ac571d832d0002b8d12f5119e2f00db3dacb19,LEGITIMATE,test,795
821,43b01cef7a3285303e12aebde33d460c086e740e7ae97fafbf9a7955d6527648,SCAM,test,796
822,d03aa0aae3455a8446769cf0d189cc3c863e1158115d6e700cf5d0b85b180f9c,SPAM,validation,797
823,5f90560c2b488692a4a31cd9e163708a3f6c4877aa790722474ff5d442ec7d4e,LEGITIMATE,train,798
824,b44bf6730595913cc8e1d8249d43693455761ae9cad78ac3a369770ba83e98ec,LEGITIMATE,validation,799
825,5bd991a9e51dd7b6a1e95a4f8ae739f4cb3ce68f4e1d1fdd3c64c2dbf80bbbd7,LEGITIMATE,train,800
826,9fe029df9a7de4926eb416bbf3222589b4f9905598200b21d89ace2637370b1d,SPAM,train,801
827,6c629b59564017ed38bddb030c2dce705246f5e10198fe7641b3161a9685bfe6,LEGITIMATE,train,802
828,7f9473dab8b2c3f56c9527c17220acfdea2e86534642188486f0386a7fda504f,SCAM,train,803
829,5b4e2769e2ccb6ff6221d43e051999e7aa1e161b0b564c49c36ad0cc42619b37,LEGITIMATE,validation,804
830,bcfcc4fd4861d704fcd5d3ea93e9ff4cd0777e40e346aa620bf0d8e25ce345c1,LEGITIMATE,train,805
831,994972de41ef31d9e652f4bd97a6757177fcee70d337f045fbe2eb5b9791e16d,LEGITIMATE,train,806
832,a174a050dc8a3ca4a75cbe57cfb7e5b7321c3fb7cdc1fb33339b72207c2f0eba,LEGITIMATE,train,807
833,d5b7f5f040b690fcf15eb642b9957d591b03dacbcab260b5d3b4c465f5dbe9b1,LEGITIMATE,train,808
834,0f70b9e07a04155945d79156988a615ab27f0bccc782fdf62a15769a2c69a3d8,LEGITIMATE,train,809
835,e6dbd415a6ed30e1bb3aec37f7583dc94d8f90fae4a9ceecde4012fd65231b40,SPAM,train,810
836,2cd84f983064400156b31f9c1ea7de35fddea75dc2e27419d285a49c90281d09,LEGITIMATE,train,811
837,98f8c71cddabbea15403ae31a9525f9dae7fae86032ba6e1802110c8eeeaaf33,LEGITIMATE,train,812
838,02a35267b74a6c2db83f8fb0866d511fd8688ca144f932f8b12714e9fc88e994,LEGITIMATE,train,813
839,81352c53f0cc1543d617e59a405790480fd0bec1892778456935ebf23d96fcea,LEGITIMATE,test,814
840,3aff5cfa1fb527908bc01d9ada5c81fdc6bad249a30c4ff47652d786af631dbd,SPAM,train,815
841,9a94b0ed57b43e4251340d771e3b3e877cbd56988320b3a02172f3bd5ec10a69,LEGITIMATE,test,816
842,29b275d52f4b7ab52c9da92ae37ec4f01f229a94dcc6b66d13b596f791c45fb6,LEGITIMATE,validation,817
843,fa2a883c3e4eaf1e7481c27a4ed4e0c4a0b2d2470c0970d0e394c0ef299827d9,LEGITIMATE,train,818
844,02abbf9c353e8da0958921ae3834a6000972f1258b9772c43111e4b4bad250c9,SPAM,train,819
845,e178b72411e5bd75921092fd89faa782cd8e4cb3346fa7c8f1d4594ae595d14b,LEGITIMATE,train,820
846,65044ab3b69d3d88dc4f8a296041d9b128029b36129582aced71341202205477,LEGITIMATE,test,821
847,8df08704229dfc43a2f3452ffda1b45ca7b7d78b17a379216057f08371b4093d,LEGITIMATE,test,822
848,2751fe585dbe49cc50a04a54ffd797eb79d9379c477d09abc0a2ef95a724e4cc,LEGITIMATE,train,823
849,4a7b2ff08a4a443cdc0d4719e8a716944c016e2eacf0bad735b498a5b6eddf70,LEGITIMATE,test,824
850,77b18aafa9a6f8fa235f1a7480bb2a4b7ff90495426f7c11c61c22eef1077994,LEGITIMATE,train,825
851,0d5bc8aed85ddb8c63d03afb57b7dcd5818fb1d794e45fcdd15a6b2109cf8250,LEGITIMATE,train,826
852,8b01f534bf0f59e9a5668c5cfcb7a08f6fd7f86eda890d60dcdac1897fd33a0b,SPAM,train,827
853,0de8feae369ad057126e15e59cc07ee9cae92ed384b94aa96c3f2a0eb16b53db,LEGITIMATE,validation,828
854,032aec40c6514e8b6a79dee64a4c7ce116906625e3553e7d617a6eef78015327,SCAM,train,829
855,467c09d81e20c8bdab45bfcac0cf9748b818e5bbb05e02ec3b5024be3c22219a,LEGITIMATE,train,830
856,7dc248448e8c5a17f0868c8994288dd9213b22573b3da21655ec4b6e61f1549c,LEGITIMATE,validation,831
857,7f45ecfea8239f1ce2a637cd60402ed6a8b0972ef65a1886b1576b13933b906a,LEGITIMATE,train,832
858,aa6ddef7f32fa60ba01ad7e3d40ce0a541113e41a73bd950ac10692729da8641,LEGITIMATE,test,833
859,fed87f96baf56eef1db85922403dfd22746ba4c9b296f8d955ee201137155dd8,SPAM,train,834
860,a714f0c480f44102733e62fc8dc757c2df9a73490bf3519d467956f8de318f87,LEGITIMATE,train,835
861,bc3ce8b2b0411b85e2c94c4c340bdbf901b59b1cb0157140431c835b38517f79,LEGITIMATE,train,836
862,f82f0572da34c28d367348de4e165798c568033b8b0870559e7d43a295dc194e,LEGITIMATE,train,837
863,679d7e14ba85c9c25b86b4c5e1509023f5379173451432a3c176b34d5916b7db,LEGITIMATE,train,838
864,c7e277b549364bc8595d50de39e51d70abb566ed60ff6f908b9530db10e3845c,SCAM,train,370
865,b8fe084fdb370859fd62e58ecbec226a84cc58ebab25fd8c6587a1b78b6c5128,LEGITIMATE,train,839
866,e2d5ede7b1bc795dd2d37327bb83797e1dd0d2d1cdb8fca9e2755379dee50475,SPAM,train,840
867,abcb30d994cea5bf2170d28b8b8a15fe876855c3b8991aa4adc433831afad2bc,LEGITIMATE,test,841
868,d7bd6d59569d64d45f2a162e15c04707a9199abfc495229b753f3968353d6751,LEGITIMATE,train,842
869,986f3d1230eabdc6b62760ef8d5bc6a571435238810e1ccbe31791ff34501bad,LEGITIMATE,test,843
870,78d2bd03aa1fab61a7e98aa2baec91aa9f656b93bf783b8cd01612cb7337ed3f,LEGITIMATE,train,844
871,756700a78e7ef153d73446b7043c87686bcf5750614e8ae7498de8445eee2300,SCAM,train,845
873,9ac6b62172247c8530f18d2d3741155944ed9b1f06df0ba60130e732e536dc33,LEGITIMATE,test,846
874,28240248375a054add6566895270842b546c8abb4adc1b10e56b404cc3bf38b7,LEGITIMATE,train,847
875,afc28f6a8fb8f789dbd37335e73aee78500da67c4dbf1b7557855053912d9bd5,LEGITIMATE,train,848
876,e484b24d596b012b2347d6ca98c05a8a8f4d9d37dd6ed4349db653fe42c15cce,LEGITIMATE,train,849
877,b6713b6eba3ace8240801a68ff628a108770ee2deb9ed6573d0ce1e5c9cbfdd9,LEGITIMATE,train,850
878,e656e945b8c96f1bc849890d0a6a44a6953087076dae8cc6f8963fff28e25661,LEGITIMATE,train,851
879,f587a14cef70fabc0b0e665c9a3b8703a7721b159f5b44f33bf2687595341017,LEGITIMATE,test,852
880,b0eda5814d855186fc280e909282bb018d4d7f7e3d4a9a1cb38d0de388b7627b,LEGITIMATE,validation,853
881,61346b6522ee6905a4426db44b37258ea4bc75f51e6f92d18633355a8cc8ea69,LEGITIMATE,test,854
882,29b8ff8c9bb6e16e379c4c825bce539b2e158611ec31d22c7cb7cd7b08b149b8,LEGITIMATE,train,855
883,0a1cf993728d182b0c888a8af4bb52b22c0377ae33389e387d7afd5f99adde50,LEGITIMATE,train,856
884,7ebf203f469c545a55ccd1ea4fd5bbf9a212792f5993092e3568c71d6e4a78af,LEGITIMATE,train,857
885,21b5091014cf74ee24e5f925fcf5927648e520a9fd4d01e58b45256bc1798a97,LEGITIMATE,train,858
886,885421609afb8209fa09e2db9143f2e1d2317cb5ef843bb5b5fb766ec11eef5d,LEGITIMATE,train,859
887,375b24e643657cff8a185f68a5233db9de21fb961c53b11115e6eb59874e5c98,LEGITIMATE,train,860
888,33e37672b0aae705f22ee1769a790323d8fdf092f5993b71cdc7f0478f3bbea0,LEGITIMATE,train,861
889,5d4097ff5d36e32248bd78dac095d0f2ced618e3b50d735051b5ee90a8432957,LEGITIMATE,train,862
890,fce2b1ef030f1ec1611cc6148fe655c75ecc229dd7e7d161c5597f641135c9c3,SCAM,validation,863
891,a70c5e822c4c949a876d0eeb58e87394955a17f6e853c98e6fa0cc9c1238bcdf,LEGITIMATE,test,864
892,449d2594fc3d713c466ffd035aa6751aa5baecb29b7ad195bdf11982de536b16,SPAM,train,865
893,3df2d24490ea54f4e99570e048ae939e4f6b4e2e2bd4f1e4a96e21ff06fda368,LEGITIMATE,validation,866
894,e24d79e54ecc716af2fdab730af814a549f2b0702a18c6e293008c5d4be1f73c,LEGITIMATE,validation,867
895,1a63b4c7fede68aa776182707ff642fa65a2ac44bf17db77ffa1a2613750f826,LEGITIMATE,train,868
896,60b5576e43496e81f543c1b8c32b377bbad6e4978d1778a07e561a1f2cd913fe,LEGITIMATE,train,869
897,536c14fdd8d8947926e97502e685f561ad734d3b73326c6bc32a68a2f6b34f18,LEGITIMATE,validation,870
898,ca6677455cc7bff98b1615a60a636c91a91e69488eea621fd337d727efaa9659,LEGITIMATE,test,871
899,191ba92a177848141bbe58d121fbabd892cfc9bd5433dc41cd97d14b2883851f,LEGITIMATE,validation,872
900,9d5d4f36092b3dc90b7b54ce4749b20e27198d2c00396184f796478e8278c10c,LEGITIMATE,validation,873
901,7df88f31cecdbe7adcb688da229940c9efe2e561649d7f61879b6e2744869aff,LEGITIMATE,train,874
902,90a5dccb58923a532e4de8441027f846cdd4dc3fd9e0383038afbf51ae12b3f3,LEGITIMATE,train,875
903,9d32effbf69e9649d0ab95a5d75ba62f78819eb2e3239084bb84933a6ed4b696,LEGITIMATE,train,876
904,d20fc6afecc2bb6777855d7362827867ccc3939159866f2fd5d3d4b2e7292309,SPAM,train,877
905,598372c72a6896b74ebda2d7a427017634253db7a8df5c79bd8329e4efb3e615,LEGITIMATE,train,878
906,feaf21efacee97ecfb2cb7d87652c1350f8cfba147a272ccf45715053ba80cfd,LEGITIMATE,train,879
908,ca1b0c3773e3bcb4043fa946f4586c105d738b20c95005a936f5bc7f5d768492,LEGITIMATE,test,880
909,dafdabcb62320450290675bd5802499719b098b47e4b4ed99a3783a23e14307f,SPAM,train,881
910,b23c603ce57030ebf4c375c328ddff4b0f2fb2fa39b88ad59462e9c9f4970c76,LEGITIMATE,train,882
911,ebaf088101cc98fa75952afd5db14fc53a9e3d9876914e385e295788aa10bfc9,LEGITIMATE,test,883
912,2429f7466c5c2e4a8cda040e1f9284ccab487471cb2f3e2248f9138a42573a72,LEGITIMATE,train,884
913,901e7f5ab9311de753bc47fa7be24df23fbb82881ce8553bcbb63522b887777b,LEGITIMATE,train,885
914,05e05103cbe963d6ca50d9e983750d5a944bb6cf88cd1d15eaad21972417131b,LEGITIMATE,train,886
915,8db3ace1159de86ac417942e535ef4f34613eed60e328d2e475ed06e160277a1,LEGITIMATE,validation,887
916,0e09f8c5381392fbfd253173e3f1ec52a904f577a6096e001cc082fd372ed3e5,LEGITIMATE,train,888
917,d1fea3e0057e8267ccf615a1bb488c253727acd4ac8bbbd2f3f2d0e52016dd98,LEGITIMATE,test,889
918,a4f39af937e422a9fdced4b3eaf83561d08a5cbcc0f109bbe621b328aee497dd,LEGITIMATE,train,890
919,dc62d93cb7cfd818da23330478d1fe79c8b31255b591ec6d9a433d299fa2c00b,LEGITIMATE,train,891
920,eee10b8c7bec9e1d49bb88a14a6987c058bcd8255513fb258da70df6c8bbef23,LEGITIMATE,train,892
921,dd9530707536c7c0089b33baf49a28511867f8aff75349ea5c203bc076dcd460,LEGITIMATE,train,893
922,96df50be93f41b1277169bb9551cb29bf1276568f61aa2ae02a64ec534da157b,LEGITIMATE,test,894
923,dd9e83f0642f4a0506c0c6ff9933d7f5be3cd4ae514bdf2cdf40e51db06fa301,SCAM,train,895
924,76215299a01cc1ebb6372741ac8b6b1ef6dbe6f80fa1b4c5432a7926a021b8f2,LEGITIMATE,train,896
925,fdafca9a2d895c983861284262c3ca7b0aeb845326e2d76d8785a772cba10340,LEGITIMATE,train,897
926,6e033b95ec1bb13b761be62f33b3a5c05386abffd2f91c6a066955e5b609cbab,LEGITIMATE,train,898
927,fcb79230779b62867ca24dda2fa972b96e1586ac4509aef080a7d1bb3557210d,LEGITIMATE,train,899
928,60e9884a91203cd8221b154f628bca2f5b3a94348ef57e7fba13cc011e10c7f9,LEGITIMATE,train,900
929,dff9a4c5391b0ff01f05e13c99f5deb1c221e25ccb1ffa51e38a16252fb1a31f,LEGITIMATE,train,901
930,58d419884f4c6ae948f1e5727071190161aa47a37760a365bc99f703a01e325d,LEGITIMATE,train,9
932,2aae839023cd8d49deb18e801486d362641e01d32518b5d19d4e47374101a8c1,SCAM,train,902
933,3d1e0d8f30d3011c20b2478f1527f589250c8685cd314cbf10d8a243abbce67b,LEGITIMATE,validation,903
934,b81776f7ba5b147a7271240615b5e33f775870dcebc7acaf12176a6da04f7549,LEGITIMATE,train,904
935,e279784ba6e52c43ad4ea9d669d421760245d3cce6c5833e37c81ee24f0466e4,LEGITIMATE,validation,905
936,07e8f1e53976110c5b2d837f1f4b38216f1db49be5445afdfab4953c3a768020,LEGITIMATE,validation,906
937,a8cb0bdc205802191f9ff367656f711dd380501c2ac74e0631818dba4ba55b3e,LEGITIMATE,train,907
938,7dd0461c1ff7e9b99d9fbfffc1a6220030aca733d11d7bb9f8283c6006581e15,SCAM,train,38
939,6572b3e45eac01f4a72796b02f26ab1d4634831c4477c2b9a76c6e074ea700a1,LEGITIMATE,validation,908
940,6c00589a8836702d2adc673e525226718dfb11d9a45b6c29472166fcca6f5369,LEGITIMATE,train,909
941,68da8b8a8209eb7a3a6f836402484fc86299f7d0f9364e581dffcb4f9ddfcd65,LEGITIMATE,train,910
942,3d275ecc75aa6fd5d85ab253ee39b9e21b26ae8497b5493875e65116d8e4cedc,LEGITIMATE,validation,911
943,fa3a6676bcbcf8164a9a3caf0559285eb37f260465361352deac8cce9ca31c72,LEGITIMATE,train,912
944,e1555dca00e38e5a0278932ac9b16db40fbe335d12cf5e2fbeec2553860884e0,SCAM,train,913
945,630b681389cf471c4d00588d5b8d80918a65197cf222d584f677c9cb0918a447,LEGITIMATE,train,914
946,bf62e1a355d91b699a9f7383dee5be86a11763c8ded707ef68250e1bcc585c18,LEGITIMATE,train,915
947,ee018382986b610dcccdbf4a2a044c02e061ca647a7985df1810c415a180280d,LEGITIMATE,test,916
948,43972b20b8f36b907c9987502af93179f5df3ea991149c27545e792091b57f6e,LEGITIMATE,train,917
949,514acc36cd30bad3afcda7c3683ebfca08dc14056bc0772373a67df7942002b5,LEGITIMATE,train,918
950,e21f54b0de63ee943cb0058c0b7734a5be1e54fb7b6daf836b549c659719a137,LEGITIMATE,train,919
951,8435338cdc9493b7a74b6e0acab5808ca5bd8437d2da7857064691e85f832f8f,SPAM,train,920
952,12d5fa28b1ff58afa3d768fd61b76aa9da88167ee10674ad0f7985f8c122eb70,LEGITIMATE,test,921
953,c492e394a896df8dca555983e0fb9ab8856ef2ef3894af8ff4744cdb4957730a,LEGITIMATE,train,922
954,46c6e367318ec0d08bfa65b1750d3a11d31b42ae4811be1b8900436be1f2d3f4,LEGITIMATE,validation,923
955,c907d4bc39a99adb3bbf3f8011b6ce03a7585634faecf98fdb1c3a28a8977018,LEGITIMATE,train,924
